Date,sno,name,symbol,high,low,open,Close,volume,marketcap,Daily_Return,MA7,MA30,Volatility
2013-05-28 23:59:59,30,Litecoin,LTC,3.130000114440918,3.01941990852356,3.102799892425537,3.092129945755005,0.0,55813731.901,-0.002831427787404417,3.1489014284951344,3.320465675989787,0.027955572357518648
2013-05-29 23:59:59,31,Litecoin,LTC,3.123270034790039,3.019659996032715,3.092129945755005,3.09581995010376,0.0,55971818.8193,0.0011933535826400554,3.145338569368635,3.2775296688079836,0.02758870181047893
2013-05-30 23:59:59,32,Litecoin,LTC,3.092780113220215,2.8841700553894043,3.0774600505828857,2.971390008926392,0.0,53812627.6331,-0.040192886919408144,3.1153314113616943,3.2333596626917522,0.029435013677065715
2013-05-31 23:59:59,33,Litecoin,LTC,2.988229990005493,2.6888198852539062,2.971390008926392,2.9566800594329834,0.0,53635813.2007,-0.00495052801861029,3.083502837589809,3.205215334892273,0.029266062696618578
2013-06-01 23:59:59,34,Litecoin,LTC,2.974560022354126,2.8027000427246094,2.9421401023864746,2.826499938964844,0.0,51354548.481,-0.04402915359503068,3.0417613983154297,3.187032667795817,0.031956543355596966
2013-06-02 23:59:59,35,Litecoin,LTC,2.863770008087158,2.5587100982666016,2.8277900218963623,2.7271199226379395,0.0,49625822.6165,-0.035160098522167615,2.9672213963099887,3.176439666748047,0.02119860691955005
2013-06-03 23:59:59,36,Litecoin,LTC,2.754610061645508,2.613460063934326,2.730530023574829,2.725559949874878,0.0,49674159.5702,-0.0005720220625841099,2.913599967956543,3.151304332415263,0.020562755579380393
2013-06-04 23:59:59,37,Litecoin,LTC,2.8956899642944336,2.703310012817383,2.703310012817383,2.866729974746704,0.0,52324427.4459,0.051794870583678376,2.8813999720982144,3.127165667215983,0.03356680083951083
2013-06-05 23:59:59,38,Litecoin,LTC,2.98540997505188,2.811340093612671,2.867470026016236,2.8624300956726074,0.0,52331672.3172,-0.001499924691887533,2.8480585643223355,3.1102050065994264,0.033428605122102696
2013-06-06 23:59:59,39,Litecoin,LTC,2.9064600467681885,2.7448201179504395,2.876840114593506,2.754120111465454,0.0,50432630.2205,-0.03783847311097488,2.8170200075422014,3.0909176747004192,0.03309206611553298
2013-06-07 23:59:59,40,Litecoin,LTC,2.79367995262146,2.511509895324707,2.779139995574951,2.602410078048706,0.0,47740050.7751,-0.055084755666674146,2.7664100102015903,3.0640233437220257,0.03693751167150236
2013-06-08 23:59:59,41,Litecoin,LTC,2.657480001449585,2.536210060119629,2.604059934616089,2.562380075454712,0.0,47088867.5095,-0.01538189654722244,2.7286786011287143,3.035564343134562,0.035044797782543255
2013-06-09 23:59:59,42,Litecoin,LTC,2.5878798961639404,2.072669982910156,2.552730083465576,2.382999897003174,0.0,43858290.482,-0.07000529709461856,2.679518597466605,3.0002196709314983,0.04067473400839675
2013-06-10 23:59:59,43,Litecoin,LTC,2.5802900791168213,2.261240005493164,2.3843801021575928,2.487529993057251,0.0,45853396.6991,0.0438649184104174,2.6455143179212297,2.971505339940389,0.04690575221276534
2013-06-11 23:59:59,44,Litecoin,LTC,2.4988698959350586,2.181020021438598,2.492840051651001,2.397979974746704,0.0,44270317.3619,-0.03599957329579262,2.578550032206944,2.942456340789795,0.037864212321256176
2013-06-12 23:59:59,45,Litecoin,LTC,2.454220056533813,2.30801010131836,2.412169933319092,2.3847100734710693,0.0,44101286.2173,-0.005533783190594166,2.5103043147495816,2.9126186768213906,0.03748348061048016
2013-06-13 23:59:59,46,Litecoin,LTC,2.486279964447021,2.227679967880249,2.398509979248047,2.270319938659668,0.0,42056097.8573,-0.0479681518034184,2.441190004348755,2.8941526730855305,0.03824326929498528
2013-06-14 23:59:59,47,Litecoin,LTC,2.288739919662476,2.0899999141693115,2.26921010017395,2.134550094604492,0.0,39610212.5232,-0.05980207535653781,2.3743528638567244,2.867456007003784,0.038865637430324604
2013-06-15 23:59:59,48,Litecoin,LTC,2.208470106124878,2.0486900806427,2.138999938964844,2.10575008392334,0.0,39124632.848,-0.01349230957565728,2.309120007923671,2.8403436740239463,0.038968319785204854
2013-06-16 23:59:59,49,Litecoin,LTC,2.1502199172973637,2.0170700550079346,2.085819959640503,2.129509925842285,0.0,39617093.1315,0.011283315195066645,2.272907154900687,2.8051243384679156,0.0360136069038139
2013-06-17 23:59:59,50,Litecoin,LTC,2.288990020751953,2.09237003326416,2.138859987258911,2.2780799865722656,0.0,42440639.5123,0.06976725439362141,2.242985725402832,2.7712293386459352,0.043638735187369875
2013-06-18 23:59:59,51,Litecoin,LTC,2.3739800453186035,2.187930107116699,2.28164005279541,2.3101699352264404,0.0,43109745.0852,0.014086401198958542,2.2304414340427945,2.7381186723709106,0.04308889821235371
2013-06-19 23:59:59,52,Litecoin,LTC,2.33882999420166,2.251830101013184,2.3047900199890137,2.3003199100494385,0.0,43008862.2093,-0.004263766499080668,2.218385696411133,2.708737333615621,0.04308660541069184
2013-06-20 23:59:59,53,Litecoin,LTC,2.4003000259399414,2.268229961395264,2.29817008972168,2.286710023880005,0.0,42832831.4988,-0.005916518876342369,2.2207271371568953,2.6820693333943684,0.038698181111322665
2013-06-21 23:59:59,54,Litecoin,LTC,2.86670994758606,2.2656800746917725,2.3259599208831787,2.86670994758606,0.0,53781211.0928,0.2536394722763897,2.3253214018685475,2.673600999514262,0.09544849274772785
2013-06-22 23:59:59,55,Litecoin,LTC,3.584320068359375,2.664469957351685,2.86343002319336,2.924099922180176,0.0,54938148.7014,0.020019456325688356,2.442228521619524,2.6650229930877685,0.09274336418161334
2013-06-23 23:59:59,56,Litecoin,LTC,3.3371999263763428,2.895430088043213,2.897599935531616,3.1171700954437256,0.0,58663905.0007,0.06602721466494854,2.583322831562587,2.6629459937413533,0.09110707430816077
