Date,sno,name,symbol,high,low,open,Close,volume,marketcap,Daily_Return,MA7,MA30,Volatility
2019-03-01 23:59:59,30,Wrapped Bitcoin,WBTC,3924.74049379,3824.54630916,3854.46782043,3858.34984195,816.067039511187,0.0,0.0009765733422888445,3887.6936518814287,3711.9609391203335,0.05695348966634679
2019-03-02 23:59:59,31,Wrapped Bitcoin,WBTC,3931.37568725,3780.34885159,3854.44379028,3871.57692662,2371.94271073114,0.0,0.003428171423489834,3845.512856502857,3725.463285585,0.05424425633883419
2019-03-03 23:59:59,32,Wrapped Bitcoin,WBTC,3918.59666645,3796.458268,3885.56464313,3824.16926661,13356.2803245393,0.0,-0.012245051798928985,3868.9759156557147,3736.909850668,0.02341051261390114
2019-03-04 23:59:59,33,Wrapped Bitcoin,WBTC,3893.58111538,3735.104401,3821.19011988,3759.72220956,16895.1890845871,0.0,-0.016852563931389453,3853.824553327143,3744.1640789549997,0.009987835488674168
2019-03-05 23:59:59,34,Wrapped Bitcoin,WBTC,3952.50337074,3718.6537569,3769.46001347,3923.0371054,14615.370447029,0.0,0.04343802194341184,3856.4622689142857,3759.003114924,0.020360976262897675
2019-03-06 23:59:59,35,Wrapped Bitcoin,WBTC,3979.94915469,3793.01832975,3926.30949266,3923.13054144,5608.56661341213,0.0,2.3817271539661178e-05,3859.224492575714,3773.7334881190004,0.020359237101083793
2019-03-07 23:59:59,36,Wrapped Bitcoin,WBTC,3976.73681443,3882.1329039,3927.66241451,3898.29963424,22194.8985991843,0.0,-0.0063293604272687265,3865.4693608314287,3788.281045073667,0.019796772115686444
2019-03-08 23:59:59,37,Wrapped Bitcoin,WBTC,3971.5547863,3799.40710673,3905.56342864,3901.64382424,4771.70341365134,0.0,0.000857858634217612,3871.6542154442855,3803.5038042443334,0.0197976230160895
2019-03-09 23:59:59,38,Wrapped Bitcoin,WBTC,3979.25578326,3890.40918423,3894.20470456,3941.1867382,7745.07384699346,0.0,0.010134936898732017,3881.598474241429,3821.677408311,0.02005245001051283
2019-03-10 23:59:59,39,Wrapped Bitcoin,WBTC,3999.01495046,3912.60496142,3978.05303851,3979.81068069,232.912574703027,0.0,0.009800079279582707,3903.8329619671426,3832.1763930973334,0.019015038611305473
2019-03-11 23:59:59,40,Wrapped Bitcoin,WBTC,3996.44896492,3872.8897966,3981.74161747,3900.04842514,2516.77450296052,0.0,-0.020041721064020912,3923.8795641928577,3839.5792079623334,0.019676821791631216
2019-03-12 23:59:59,41,Wrapped Bitcoin,WBTC,3939.3299488,3832.92221912,3900.89846469,3909.91919298,5523.0642593751,0.0,0.002530934686957309,3922.005576704286,3847.0335801523333,0.010378873643297943
2019-03-13 23:59:59,42,Wrapped Bitcoin,WBTC,3929.62839587,3874.61294535,3921.076916,3901.74356101,4701.18021166806,0.0,-0.0020909976821716914,3918.9502937857146,3855.8754535470002,0.010394165203730835
2019-03-14 23:59:59,43,Wrapped Bitcoin,WBTC,3963.98446319,3892.42649195,3899.20205884,3941.65341835,4926.24379635965,0.0,0.01022872382973028,3925.143691515714,3865.097526964667,0.01078532481392778
2019-03-15 23:59:59,44,Wrapped Bitcoin,WBTC,4014.02034202,3897.20451806,3937.43003533,3967.20486186,7744.67833560233,0.0,0.006482417604512847,3934.5095540328575,3875.9670702583335,0.010926679807206937
2019-03-16 23:59:59,45,Wrapped Bitcoin,WBTC,4144.41278628,3973.11296181,3973.11296181,4041.24493155,3435.41558209014,0.0,0.0186630315973364,3948.8035816542856,3890.281085777,0.01231547621234788
2019-03-17 23:59:59,46,Wrapped Bitcoin,WBTC,4073.62885297,3978.15278977,4037.76873138,4031.44661696,20982.04835221,0.0,-0.002424578256443821,3956.1801439785713,3903.6894456450004,0.012164376507799293
2019-03-18 23:59:59,47,Wrapped Bitcoin,WBTC,4094.05086307,4006.35921354,4035.63997778,4075.62411073,2959.94332582184,0.0,0.01095822367686794,3981.262384777143,3918.0587575063337,0.007645651677430533
2019-03-19 23:59:59,48,Wrapped Bitcoin,WBTC,4093.11753539,4023.29909577,4074.38572392,4076.27262813,5386.05508170911,0.0,0.00015912100389536832,4005.0271612271426,3930.424816770667,0.00789097301025874
2019-03-20 23:59:59,49,Wrapped Bitcoin,WBTC,4106.04795599,4024.02387287,4080.72097993,4102.37682654,6762.55790501005,0.0,0.00640393830134367,4033.6890563028574,3936.869621936667,0.00704808379813322
2019-03-21 23:59:59,50,Wrapped Bitcoin,WBTC,4117.88455203,3996.19815076,4103.65461312,4031.06209408,37598.4105916025,0.0,-0.01738375958021099,4046.461724264286,3942.246896051,0.011437357160830598
2019-03-22 23:59:59,51,Wrapped Bitcoin,WBTC,4078.66900294,4017.97030489,4027.54733011,4034.86531636,5036.59745329223,0.0,0.0009434789619304773,4056.1275034785717,3941.56025822,0.0113691032635448
2019-03-23 23:59:59,52,Wrapped Bitcoin,WBTC,4084.79027836,4008.65953707,4030.31661571,4043.71893913,1383.9553801847,0.0,0.002194279629136986,4056.4809331328574,3943.7267404336667,0.008895632998427841
2019-03-24 23:59:59,53,Wrapped Bitcoin,WBTC,4048.44114676,3998.41169598,4048.20272067,4034.19217595,67.7519933445204,0.0,-0.002355940984872018,4056.8731558457143,3944.260186298,0.008892396011909751
2019-03-25 23:59:59,54,Wrapped Bitcoin,WBTC,4053.71903581,3940.08122122,4038.80553758,3974.14404654,1686.1418489714,0.0,-0.014884796457635185,4042.3760038185715,3937.836904707,0.009012048271083102
2019-03-26 23:59:59,55,Wrapped Bitcoin,WBTC,4002.75356542,3934.1066825,3981.53378852,3991.63232287,1945.37522342696,0.0,0.0044005139534952775,4030.2845316385715,3948.8937203846667,0.00943640598744831
2019-03-27 23:59:59,56,Wrapped Bitcoin,WBTC,4105.93869235,3906.99864727,3992.58706285,4083.73683816,10511.0199080919,0.0,0.02307439860186733,4027.6216761557143,3956.1588901279997,0.013444335118279091
2019-03-28 23:59:59,57,Wrapped Bitcoin,WBTC,4121.75680218,3969.34282962,4082.06059914,4085.97603903,1900.70711332795,0.0,0.0005483215394967988,4035.466525434286,3962.205654886,0.01123405358809213
2019-03-29 23:59:59,58,Wrapped Bitcoin,WBTC,4104.0485506,4005.18406235,4086.11695192,4097.39383886,1871.38421281842,0.0,0.002794387368142859,4044.3991715057136,3968.658950321,0.01122713481821224
2019-03-30 23:59:59,59,Wrapped Bitcoin,WBTC,4278.45799723,4033.06309594,4095.54236546,4100.34604631,8440.20202978975,0.0,0.0007205085881667461,4052.4887582457145,3976.8509666496666,0.011242228443415886
2019-03-31 23:59:59,60,Wrapped Bitcoin,WBTC,4141.65161481,4073.17226423,4100.34604631,4101.25067159,1538.65279585048,0.0,0.00022062169138470367,4062.068543337143,3984.9476609709996,0.011115686038207683
2019-04-01 23:59:59,61,Wrapped Bitcoin,WBTC,4164.15685111,4080.85706496,4098.45840987,4144.11904434,20258.0880666547,0.0,0.010452512217055121,4086.3506858799997,3994.032398228334,0.008318482692069742
2019-04-02 23:59:59,62,Wrapped Bitcoin,WBTC,6929.85211864,4138.28923861,4144.13306764,4898.99467254,31204.8946577609,0.0,0.18215587441461212,4215.97387869,4029.8599117593335,0.06698125925735203
2019-04-03 23:59:59,63,Wrapped Bitcoin,WBTC,5293.14137204,4716.12744345,4898.99467254,4999.96133758,33099.235527025,0.0,0.020609670307653483,4346.863092892857,4071.2012160266668,0.06703891857707452
2019-04-04 23:59:59,64,Wrapped Bitcoin,WBTC,5104.00850282,4803.73364945,5005.88299931,4903.40752198,46252.8225544671,0.0,-0.01931091244132155,4463.639019028571,4103.880229912666,0.06893921150196701
2019-04-05 23:59:59,65,Wrapped Bitcoin,WBTC,5084.00118285,4894.92485976,4903.48600048,5042.6092631,3094.50996865431,0.0,0.028388776681524952,4598.66979392,4141.196187301333,0.06803788582323439
